satisfaction,evaluation,averageMonthlyHours,yearsAtCompany,turnover
82,93,255,5,1
41,52,277,3,1
45,51,275,3,1
20,70,232,5,1
43,53,274,3,1
39,55,274,3,1
11,86,259,4,1
45,47,283,3,1
11,87,276,4,1
84,86,295,5,1
86,96,279,6,1
79,93,281,5,1
39,57,284,3,1
15,62,290,3,1
81,100,285,5,1
39,53,274,3,1
92,94,246,5,1
90,98,283,5,1
32,60,253,4,1
46,46,289,3,1
83,98,255,5,1
39,47,263,3,1
20,90,281,3,1
11,85,277,4,1
11,96,275,5,1
10,95,302,4,1
75,87,285,5,1
44,57,279,3,1
86,93,261,5,1
10,82,291,4,1
39,49,264,3,1
45,48,277,3,1
10,94,290,4,1
36,55,272,3,1
57,61,287,5,1
9,87,271,4,1
87,91,294,5,1
43,52,285,3,1
36,50,284,3,1
91,99,266,5,1
41,48,276,3,1
37,52,268,3,1
43,45,256,3,1
43,57,275,3,1
40,53,271,3,1
10,89,279,4,1
76,99,269,5,1
82,93,270,5,1
11,83,271,5,1
43,52,272,3,1
11,88,269,4,1
41,48,270,3,1
73,87,265,5,1
37,57,275,3,1
11,89,267,4,1
46,52,278,3,1
41,50,276,3,1
78,78,282,5,1
78,86,282,6,1
72,86,269,5,1
63,83,268,5,1
55,100,274,3,1
45,55,292,3,1
39,51,291,3,1
10,81,291,4,1
40,50,274,3,1
39,54,272,3,1
78,45,299,2,1
42,53,287,3,1
39,54,280,3,1
46,57,287,3,1
10,92,282,4,1
45,47,281,3,1
10,83,284,4,1
10,89,282,4,1
78,86,286,5,1
40,65,286,5,1
45,51,252,3,1
39,56,286,3,1
43,48,287,3,1
9,96,271,4,1
79,86,267,5,1
44,47,277,3,1
79,95,295,5,1
38,46,288,3,1
36,56,284,3,1
39,57,278,3,1
9,93,277,4,1
16,65,271,5,1
9,77,268,4,1
11,87,273,4,1
44,56,267,3,1
11,88,264,4,1
11,97,269,4,1
45,52,271,3,1
10,96,274,4,1
40,46,266,3,1
38,55,287,3,1
39,56,279,3,1
38,55,252,3,1
38,45,265,3,1
17,75,279,4,1
79,84,269,5,1
10,85,268,4,1
37,48,259,3,1
42,49,273,3,1
44,48,274,3,1
11,83,282,4,1
39,48,281,3,1
10,83,274,5,1
40,46,272,3,1
86,91,286,5,1
37,46,269,3,1
40,51,261,3,1
43,48,244,3,1
88,88,261,5,1
44,52,288,3,1
87,100,265,5,1
40,46,255,3,1
45,52,286,3,1
84,93,281,5,1
10,68,290,3,1
72,99,284,5,1
40,50,291,3,1
45,50,280,3,1
89,98,280,5,1
40,55,294,3,1
38,53,268,3,1
38,47,266,3,1
10,82,291,4,1
42,48,267,3,1
74,86,266,5,1
10,80,253,4,1
82,90,287,5,1
38,55,275,3,1
41,56,263,3,1
40,47,259,3,1
83,98,289,5,1
36,57,274,3,1
75,98,300,5,1
44,53,268,3,1
10,94,276,5,1
39,52,278,3,1
9,84,278,4,1
40,57,252,3,1
41,54,267,3,1
83,92,268,5,1
42,47,278,3,1
61,46,291,4,1
44,52,273,3,1
77,81,266,5,1
81,95,277,5,1
10,78,277,4,1
73,84,277,6,1
9,83,268,4,1
90,99,276,6,1
88,100,267,5,1
9,87,273,4,1
40,56,280,3,1
17,55,277,5,1
82,82,266,6,1
90,83,281,5,1
83,92,261,5,1
44,50,287,3,1
50,85,272,3,1
14,61,266,5,1
77,82,273,5,1
9,83,281,4,1
11,88,275,4,1
44,57,278,3,1
43,52,280,3,1
12,80,272,2,1
10,86,258,5,1
10,96,279,4,1
40,48,270,3,1
41,47,285,3,1
37,48,277,3,1
40,48,275,3,1
74,96,258,5,1
39,48,290,3,1
11,90,268,4,1
36,51,282,3,1
80,83,270,5,1
60,85,262,2,1
36,54,261,3,1
10,96,269,5,1
65,86,274,2,1
49,73,288,3,1
73,96,280,6,1
11,80,273,5,1
73,91,269,5,1
43,46,280,3,1
73,93,278,5,1
76,85,275,6,1
9,96,283,4,1
90,81,270,5,1
10,81,277,4,1
43,48,270,3,1
41,55,288,3,1
41,57,289,3,1
10,87,289,4,1
40,46,275,3,1
40,53,268,3,1
36,48,282,3,1
83,95,263,5,1
83,94,275,5,1
41,51,272,3,1
11,93,279,4,1
68,62,278,5,1
43,53,282,3,1
44,51,271,3,1
87,94,291,5,1
43,54,291,3,1
89,48,286,5,1
83,88,255,5,1
11,87,273,5,1
85,100,263,3,1
89,97,264,5,1
9,92,277,4,1
43,55,281,3,1
42,46,290,3,1
43,54,280,3,1
10,93,278,4,1
37,46,276,3,1
76,98,279,5,1
88,89,264,5,1
39,48,258,3,1
45,54,289,3,1
91,95,256,5,1
86,85,276,5,1
39,53,287,3,1
89,100,285,5,1
11,86,265,4,1
10,87,287,5,1
38,57,291,3,1
40,54,270,3,1
86,97,271,5,1
10,86,290,4,1
10,85,271,4,1
42,50,302,3,1
36,46,277,3,1
39,48,280,3,1
43,47,275,3,1
36,49,268,3,1
9,91,305,4,1
42,55,291,3,1
42,46,275,3,1
91,89,264,5,1
41,56,274,3,1
11,78,273,4,1
9,83,281,5,1
83,100,266,5,1
11,78,272,4,1
10,93,276,4,1
42,55,285,3,1
10,97,283,4,1
38,51,274,3,1
77,98,275,6,1
11,85,276,4,1
87,97,282,6,1
10,88,265,4,1
10,89,295,4,1
9,90,278,4,1
84,85,275,5,1
11,86,278,4,1
81,97,286,5,1
77,85,270,5,1
42,47,265,3,1
36,56,285,3,1
81,83,276,6,1
37,46,283,3,1
10,96,284,4,1
14,55,289,5,1
41,51,256,3,1
44,55,271,3,1
82,94,290,5,1
67,54,277,5,1
44,57,279,3,1
42,54,268,3,1
84,83,268,5,1
86,100,264,5,1
56,86,266,2,1
9,93,264,4,1
10,81,272,4,1
39,54,293,3,1
75,89,278,5,1
43,55,273,3,1
9,96,270,5,1
83,94,285,5,1
59,100,284,4,1
44,54,283,3,1
38,49,299,3,1
76,98,276,5,1
22,86,273,3,1
40,46,290,3,1
41,48,267,3,1
38,51,269,3,1
45,68,286,4,1
39,56,281,3,1
45,47,282,3,1
42,53,297,3,1
10,87,276,4,1
78,96,271,5,1
39,56,296,3,1
10,87,273,4,1
10,80,289,4,1
43,46,265,3,1
38,45,276,3,1
9,77,267,5,1
39,53,280,3,1
73,99,258,5,1
38,49,280,3,1
10,91,282,4,1
41,54,269,3,1
43,51,293,3,1
79,96,293,5,1
10,81,306,4,1
11,97,287,4,1
42,50,266,3,1
36,51,270,3,1
63,93,261,3,1
41,56,241,3,1
36,46,275,3,1
10,90,288,5,1
11,96,259,4,1
44,54,264,3,1
77,96,256,6,1
91,100,298,6,1
26,46,264,3,1
81,93,280,6,1
11,87,287,4,1
92,89,258,5,1
10,86,269,4,1
45,51,284,3,1
11,94,267,4,1
23,70,257,4,1
86,95,283,5,1
44,55,283,3,1
41,56,288,3,1
84,97,271,5,1
42,52,292,3,1
11,88,273,4,1
38,46,282,3,1
11,96,257,4,1
10,83,277,4,1
86,88,275,5,1
91,100,269,5,1
37,53,288,3,1
46,50,267,3,1
10,89,289,5,1
37,46,268,3,1
40,48,267,3,1
9,78,284,4,1
11,89,276,4,1
39,48,276,3,1
89,96,288,6,1
9,91,273,4,1
88,97,276,5,1
11,90,275,4,1
10,95,266,5,1
91,100,284,6,1
44,52,293,3,1
63,76,286,4,1
10,87,283,4,1
36,51,295,3,1
45,51,277,3,1
73,100,267,6,1
37,55,278,3,1
9,85,287,4,1
41,71,280,4,1
72,100,280,5,1
36,54,282,3,1
90,100,270,5,1
44,56,281,3,1
78,95,283,5,1
37,52,283,3,1
40,47,278,3,1
84,100,276,5,1
9,86,276,4,1
83,93,280,5,1
11,87,281,4,1
37,50,271,3,1
9,93,274,5,1
43,47,287,2,1
39,56,266,3,1
85,90,278,2,1
38,52,277,3,1
76,84,288,5,1
44,51,259,3,1
73,100,281,5,1
43,53,263,3,1
43,51,272,3,1
9,96,283,4,1
43,53,268,3,1
45,57,286,3,1
42,48,286,3,1
41,46,278,3,1
44,55,277,3,1
9,92,280,4,1
41,51,273,3,1
43,51,284,3,1
38,51,276,3,1
85,96,260,5,1
88,91,265,6,1
44,46,277,3,1
11,92,267,4,1
38,50,282,3,1
9,78,269,4,1
11,79,288,4,1
11,88,286,4,1
44,48,269,3,1
38,51,280,3,1
10,87,281,5,1
45,57,273,3,1
11,94,283,5,1
36,48,264,3,1
72,95,278,5,1
43,48,289,3,1
45,50,274,3,1
40,53,270,3,1
10,81,269,4,1
83,93,277,5,1
11,80,290,4,1
43,50,281,3,1
38,50,287,3,1
83,100,293,5,1
11,82,285,4,1
43,52,301,3,1
11,88,280,4,1
43,46,285,3,1
10,89,288,4,1
44,51,271,3,1
82,91,279,6,1
10,86,281,4,1
10,95,282,4,1
30,89,288,5,1
10,93,273,4,1
39,50,283,3,1
14,47,298,2,1
82,92,273,5,1
10,85,288,4,1
9,90,261,4,1
54,83,280,6,1
61,58,272,4,1
10,79,282,4,1
10,90,295,4,1
36,49,269,3,1
10,97,269,4,1
84,100,269,5,1
38,51,271,3,1
41,49,263,3,1
37,51,278,3,1
43,56,272,3,1
46,53,262,3,1
9,84,276,4,1
78,86,278,5,1
45,53,290,3,1
42,47,287,3,1
46,53,258,3,1
39,49,274,3,1
36,51,253,3,1
43,53,288,3,1
85,87,275,5,1
11,92,303,4,1
11,90,266,4,1
38,47,268,3,1
43,57,281,3,1
75,100,279,6,1
11,92,300,4,1
10,90,257,4,1
10,81,279,5,1
37,50,265,3,1
11,93,278,5,1
45,46,278,3,1
44,48,264,3,1
44,56,271,3,1
11,77,252,4,1
79,93,286,5,1
80,90,263,5,1
10,87,274,5,1
9,93,260,4,1
70,84,263,4,1
72,84,270,5,1
11,80,281,4,1
39,51,283,3,1
40,49,276,3,1
43,54,269,3,1
76,87,289,5,1
40,48,275,3,1
9,89,271,4,1
37,54,258,3,1
87,91,269,5,1
10,86,277,4,1
11,86,299,4,1
43,50,266,3,1
10,81,273,4,1
11,95,276,4,1
85,87,259,5,1
37,49,282,3,1
44,52,298,3,1
10,83,272,5,1
11,89,281,4,1
87,88,285,5,1
39,49,277,3,1
10,94,276,4,1
44,53,290,3,1
40,49,273,3,1
76,98,277,6,1
46,55,262,3,1
90,92,264,5,1
85,87,264,5,1
10,78,259,4,1
43,49,264,3,1
20,50,257,6,1
81,92,294,5,1
83,85,275,5,1
14,75,266,5,1
10,84,278,5,1
91,98,291,6,1
37,57,292,3,1
42,57,264,3,1
39,68,274,5,1
39,54,282,3,1
44,52,282,3,1
37,45,285,3,1
39,53,274,3,1
72,94,286,5,1
37,49,294,3,1
82,94,273,5,1
42,52,263,3,1
59,100,275,5,1
82,86,282,5,1
73,97,281,2,1
78,66,273,3,1
9,95,263,4,1
10,97,274,4,1
45,46,273,3,1
83,81,261,5,1
43,51,275,3,1
40,47,280,3,1
43,46,279,3,1
78,93,291,5,1
39,45,266,3,1
11,97,269,4,1
36,52,258,3,1
36,54,268,3,1
10,79,284,4,1
40,47,290,3,1
81,85,276,6,1
40,47,269,3,1
9,93,290,4,1
76,89,278,5,1
73,93,269,4,1
38,49,274,3,1
72,84,273,5,1
40,56,277,3,1
91,99,282,5,1
85,85,262,6,1
90,70,265,4,1
46,55,272,3,1
43,57,274,3,1
89,88,266,5,1
9,81,278,4,1
40,48,271,3,1
76,83,272,6,1
40,57,270,3,1
37,48,277,3,1
37,53,267,3,1
11,96,278,4,1
37,52,285,3,1
9,89,282,4,1
88,86,286,5,1
84,94,276,5,1
10,98,271,4,1
41,47,276,3,1
84,91,277,6,1
41,55,284,3,1
53,76,282,6,1
42,47,275,3,1
36,50,266,3,1
38,52,293,3,1
36,48,277,3,1
46,54,279,3,1
37,47,268,3,1
42,49,267,3,1
44,56,283,3,1
92,82,274,5,1
10,79,267,5,1
76,100,268,6,1
11,79,284,4,1
43,48,264,3,1
40,49,268,3,1
11,84,254,4,1
84,82,275,5,1
84,84,284,5,1
51,60,278,5,1
66,91,287,4,1
42,56,285,3,1
38,49,269,3,1
15,63,291,3,1
38,53,268,3,1
43,54,283,3,1
37,57,282,3,1
11,92,280,4,1
41,53,269,3,1
84,96,267,5,1
40,51,277,3,1
58,74,269,3,0
82,67,267,3,0
45,69,280,3,0
78,82,267,3,0
49,60,284,2,0
36,95,264,4,0
54,37,257,2,0
99,91,283,4,0
50,75,269,3,0
74,64,263,3,0
56,58,269,3,0
34,39,278,3,0
48,94,267,6,0
73,62,252,3,0
59,87,280,4,0
81,57,282,2,0
90,66,272,3,0
41,84,285,6,0
89,92,274,5,0
48,84,270,3,0
79,97,266,2,0
98,66,287,3,0
75,70,285,4,0
100,41,257,3,0
24,82,272,6,0
84,43,262,4,0
56,86,268,3,0
92,93,279,3,0
61,98,276,3,0
84,77,277,4,0
85,59,264,3,0
67,57,277,4,0
54,94,282,4,0
75,56,289,4,0
82,79,273,2,0
76,60,284,2,0
19,53,306,4,0
61,41,272,3,0
51,80,279,2,0
52,88,270,2,0
74,58,272,3,0
98,91,262,3,0
71,92,272,4,0
33,88,262,3,0
98,97,290,3,0
52,59,296,3,0
84,65,290,3,0
87,50,273,2,0
48,85,290,4,0
58,55,261,3,0
58,84,273,3,0
73,69,279,3,0
68,54,267,3,0
41,68,279,3,0
85,60,281,3,0
54,70,270,5,0
81,61,275,2,0
70,52,288,3,0
63,66,272,2,0
68,54,276,2,0
70,53,272,2,0
82,65,255,3,0
72,94,284,4,0
77,78,271,3,0
86,91,275,3,0
15,97,280,5,0
81,99,268,3,0
93,98,268,2,0
62,74,283,4,0
53,81,261,3,0
86,99,279,2,0
92,65,288,2,0
97,83,277,3,0
39,78,261,6,0
45,66,282,4,0
41,47,271,3,0
51,69,278,3,0
74,62,263,4,0
69,57,256,2,0
84,64,282,4,0
69,66,296,5,0
93,53,271,3,0
33,45,276,3,0
25,65,276,3,0
63,59,263,3,0
81,62,285,3,0
12,87,274,5,0
52,66,275,3,0
57,51,258,2,0
84,58,266,3,0
60,95,279,3,0
73,44,262,6,0
20,58,277,5,0
58,90,274,3,0
48,56,283,3,0
54,67,278,6,0
86,100,257,3,0
94,83,270,3,0
76,74,273,3,0
61,95,290,3,0
56,94,286,2,0
100,74,277,4,0
15,53,280,3,0
19,58,283,2,0
17,73,279,4,0
71,57,282,2,0
86,79,287,2,0
59,88,276,3,0
74,76,279,4,0
98,92,277,3,0
93,75,289,3,0
100,92,288,3,0
59,81,266,2,0
98,55,275,2,0
35,50,277,2,0
42,96,280,6,0
61,85,269,3,0
78,72,263,3,0
93,52,285,3,0
50,95,274,3,0
67,51,285,3,0
75,85,278,3,0
79,51,282,2,0
84,89,275,2,0
72,50,273,6,0
57,48,262,2,0
73,52,263,3,0
74,58,258,2,0
52,83,280,2,0
56,76,289,2,0
76,68,277,2,0
82,93,275,2,0
76,83,278,2,0
62,59,276,3,0
48,80,274,3,0
64,77,287,3,0
74,82,281,2,0
52,43,283,2,0
67,50,246,2,0
71,76,268,2,0
72,63,272,3,0
33,58,254,2,0
91,56,276,2,0
88,68,274,4,0
96,60,269,3,0
97,68,271,3,0
27,59,266,5,0
65,64,274,4,0
68,73,280,3,0
68,46,281,3,0
69,74,278,2,0
79,99,273,4,0
74,92,270,3,0
80,83,276,3,0
38,94,266,5,0
26,83,265,3,0
81,86,254,3,0
67,54,265,2,0
55,81,300,2,0
87,71,260,2,0
46,69,290,2,0
63,57,287,3,0
54,96,279,3,0
100,49,251,2,0
97,66,284,2,0
90,92,271,3,0
75,70,264,3,0
92,84,276,2,0
80,94,283,2,0
57,81,272,2,0
81,94,270,4,0
64,60,281,3,0
71,54,269,3,0
35,58,283,6,0
88,81,269,5,0
13,59,282,5,0
82,73,254,5,0
17,92,275,2,0
21,82,279,5,0
89,47,268,3,0
20,72,273,4,0
99,81,276,3,0
26,85,276,4,0
22,53,262,2,0
79,84,257,3,0
73,79,279,2,0
83,54,276,3,0
42,54,282,4,0
18,80,294,5,0
92,91,283,2,0
87,52,276,3,0
72,65,271,3,0
64,58,256,5,0
100,66,277,3,0
83,65,276,3,0
98,58,262,3,0
70,87,266,2,0
90,79,273,2,0
55,99,292,3,0
78,84,282,3,0
89,53,267,3,0
17,59,257,5,0
14,64,276,5,0
85,57,262,2,0
84,79,301,3,0
70,69,288,4,0
16,98,270,5,0
51,69,267,2,0
60,89,264,4,0
50,63,270,2,0
43,39,265,5,0
50,70,279,4,0
91,89,266,4,0
65,93,261,2,0
59,52,286,3,0
89,56,268,3,0
97,60,266,3,0
56,97,258,2,0
76,93,275,3,0
28,55,290,4,0
75,51,256,4,0
78,81,273,3,0
26,63,266,4,0
53,72,277,5,0
25,41,291,6,0
82,51,270,3,0
71,57,262,4,0
61,95,266,4,0
89,68,291,2,0
57,78,267,3,0
93,80,277,3,0
61,84,281,4,0
56,62,286,2,0
70,89,272,2,0
90,64,282,4,0
15,74,275,2,0
39,36,284,3,0
74,72,271,3,0
70,61,261,4,0
72,93,287,2,0
61,97,266,3,0
96,100,267,3,0
70,59,278,3,0
92,49,266,2,0
72,56,270,2,0
53,75,276,6,0
67,85,278,4,0
78,80,261,2,0
53,75,278,2,0
90,48,266,3,0
16,90,292,3,0
62,38,270,3,0
62,98,281,3,0
22,52,270,4,0
91,82,252,3,0
87,74,280,4,0
95,69,275,2,0
99,75,289,3,0
99,57,289,4,0
77,99,260,3,0
75,68,277,2,0
83,54,276,5,0
61,39,270,2,0
91,97,280,2,0
47,64,274,3,0
77,61,263,3,0
55,51,272,3,0
32,48,255,3,0
96,67,280,3,0
72,79,273,2,0
80,90,274,3,0
61,55,276,3,0
97,88,270,2,0
63,93,267,3,0
92,92,284,3,0
94,74,280,3,0
79,72,281,4,0
75,73,274,4,0
78,99,282,3,0
96,45,279,2,0
65,68,273,5,0
18,94,272,6,0
94,51,258,2,0
84,79,279,3,0
67,54,269,2,0
71,50,289,3,0
56,64,287,3,0
29,56,280,6,0
47,90,274,2,0
40,69,276,3,0
81,82,290,2,0
96,99,275,3,0
99,75,286,5,0
75,77,273,3,0
75,74,264,2,0
100,86,264,2,0
52,53,269,2,0
98,74,270,3,0
60,64,276,5,0
38,44,286,3,0
51,41,278,5,0
91,61,288,2,0
56,62,269,3,0
58,69,282,4,0
51,53,275,2,0
91,55,281,4,0
80,98,283,6,0
55,83,280,3,0
62,53,269,3,0
62,60,277,2,0
87,58,295,3,0
65,50,262,2,0
51,64,268,2,0
98,77,272,2,0
13,43,276,5,0
78,76,267,4,0
60,98,269,2,0
68,69,272,2,0
55,84,279,3,0
99,79,278,3,0
92,68,270,2,0
100,65,280,4,0
77,93,260,2,0
86,70,298,3,0
89,84,246,3,0
58,55,263,3,0
56,66,279,2,0
38,64,277,3,0
62,64,272,2,0
66,77,265,2,0
30,44,276,2,0
82,83,253,2,0
96,68,291,2,0
66,95,283,3,0
79,50,284,3,0
97,77,284,2,0
59,65,275,3,0
57,48,274,3,0
64,53,283,3,0
14,51,285,4,0
48,55,273,2,0
78,100,268,3,0
96,62,288,5,0
82,97,283,2,0
94,90,301,4,0
95,66,270,3,0
59,43,289,3,0
69,89,270,2,0
74,72,285,3,0
67,67,306,4,0
83,52,292,2,0
81,85,268,3,0
54,73,271,3,0
89,83,270,3,0
79,74,282,2,0
46,58,289,3,0
99,93,243,3,0
75,90,280,4,0
93,82,271,3,0
65,60,269,3,0
19,63,276,6,0
48,61,259,2,0
95,64,274,3,0
92,77,270,3,0
84,54,270,3,0
37,63,278,3,0
22,74,288,6,0
64,54,272,2,0
72,88,274,3,0
48,69,290,3,0
12,55,275,4,0
78,98,279,2,0
71,74,261,3,0
38,69,288,3,0
57,85,279,3,0
72,51,257,3,0
60,57,274,3,0
61,55,275,2,0
67,64,275,2,0
97,97,271,2,0
22,60,275,6,0
15,53,287,5,0
60,60,275,3,0
15,80,262,2,0
50,81,277,2,0
90,67,281,2,0
84,51,272,2,0
74,78,277,2,0
72,51,266,2,0
93,63,260,4,0
54,69,257,4,0
87,65,287,2,0
19,98,272,4,0
33,40,289,2,0
94,93,276,3,0
77,49,273,2,0
48,82,272,2,0
70,74,266,3,0
54,93,259,4,0
61,98,279,2,0
97,40,275,4,0
60,85,271,2,0
93,84,268,3,0
48,69,273,2,0
16,76,279,3,0
18,75,270,3,0
84,75,268,3,0
69,63,287,3,0
22,88,267,3,0
83,52,276,3,0
58,50,280,3,0
61,62,272,3,0
67,50,280,2,0
56,76,284,2,0
74,74,274,3,0
92,97,280,5,0
81,68,271,2,0
48,49,277,2,0
73,72,278,3,0
97,66,255,5,0
15,51,260,5,0
69,76,273,6,0
61,68,281,4,0
86,58,292,2,0
55,88,284,3,0
90,74,281,4,0
65,40,275,2,0
81,92,286,3,0
65,86,269,3,0
47,86,264,6,0
93,53,287,3,0
77,90,281,5,0
87,82,288,3,0
87,84,261,2,0
65,75,278,3,0
21,70,257,6,0
75,59,273,2,0
72,86,289,2,0
88,63,279,3,0
66,58,286,3,0
80,75,265,3,0
22,55,261,3,0
92,69,265,3,0
54,77,265,3,0
91,56,280,3,0
77,83,278,2,0
61,51,272,3,0
48,90,291,4,0
25,69,272,4,0
91,70,269,4,0
72,58,274,3,0
77,71,292,3,0
41,40,270,2,0
51,49,274,2,0
72,79,282,3,0
47,57,269,3,0
53,67,268,2,0
65,52,278,3,0
18,75,272,5,0
61,48,283,2,0
86,72,278,2,0
14,77,264,5,0
63,80,284,2,0
79,57,281,3,0
78,97,284,3,0
14,52,282,6,0
85,54,282,3,0
85,75,280,3,0
91,76,280,3,0
76,74,275,2,0
62,72,267,3,0
53,69,282,2,0
97,63,293,3,0
48,53,268,3,0
50,55,286,3,0
32,42,279,4,0
58,77,284,2,0
81,83,283,2,0
48,84,287,3,0
96,88,285,2,0
56,90,300,2,0
63,96,273,2,0
21,50,285,5,0
94,78,270,3,0
94,89,266,3,0
96,54,262,2,0
49,50,277,5,0
82,68,260,2,0
60,50,264,3,0
76,50,269,3,0
69,64,280,2,0
100,94,283,3,0
62,66,279,3,0
40,99,291,6,0
94,91,279,3,0
76,84,284,4,0
58,69,282,4,0
85,78,280,2,0
45,52,262,3,0
13,67,267,4,0
24,50,262,4,0
64,69,275,2,0
63,61,277,2,0
61,99,255,2,0
71,99,274,3,0
90,89,280,3,0
17,76,264,5,0
93,97,264,2,0
83,89,285,3,0
58,75,271,2,0
76,50,286,3,0
50,78,286,2,0
22,81,277,4,0
90,88,279,3,0
70,63,281,4,0
73,85,275,3,0
84,87,269,3,0
55,63,267,4,0
63,98,269,2,0
51,92,269,3,0
81,76,276,3,0
80,96,255,3,0
99,97,265,3,0
90,87,283,2,0
65,67,308,5,0
75,75,287,3,0
62,49,280,4,0
61,63,274,3,0
24,60,270,5,0
71,63,279,3,0
49,80,280,2,0
44,66,280,2,0
75,87,272,3,0
74,84,266,4,0
62,87,270,3,0
51,58,280,3,0
61,59,268,2,0
56,49,286,3,0
79,76,268,3,0
68,75,276,5,0
90,84,288,3,0
83,93,274,3,0
94,82,272,3,0
21,65,261,3,0
58,87,287,2,0
52,38,278,3,0
18,67,273,5,0
94,91,274,3,0
69,50,272,4,0
65,83,275,3,0
46,62,287,3,0
72,62,285,3,0
30,37,277,3,0
51,51,268,2,0
43,75,271,2,0
56,94,266,2,0
63,91,275,3,0
61,55,274,3,0
53,73,282,2,0
87,75,275,3,0
68,70,274,4,0
78,84,274,2,0
49,95,299,2,0
96,81,257,3,0
83,74,277,2,0
48,67,288,3,0
63,86,276,3,0
87,38,289,5,0
21,90,279,6,0
79,58,299,3,0
80,96,275,5,0
78,82,277,3,0
67,65,272,2,0
67,71,280,3,0
26,67,280,6,0
89,83,276,4,0
70,53,276,3,0
51,48,277,4,0
53,88,286,3,0
76,51,272,3,0
86,93,278,2,0
63,96,266,3,0
58,86,296,3,0
58,83,264,3,0
90,82,274,3,0
79,57,279,2,0
80,74,276,4,0
53,65,276,2,0
52,84,276,3,0
82,59,281,3,0
68,90,276,4,0
21,61,271,2,0
81,50,269,3,0
57,90,282,4,0
99,72,269,2,0
90,100,264,3,0
76,64,290,3,0
56,92,276,2,0
50,93,260,3,0
48,89,273,3,0
99,97,280,2,0
76,80,283,2,0
93,97,269,3,0
99,78,290,3,0
85,78,274,3,0
63,95,284,3,0
63,78,274,3,0
50,65,285,3,0
52,57,268,3,0
63,99,280,3,0
78,50,274,2,0
98,53,276,3,0
14,100,280,5,0
70,90,257,2,0
88,60,269,2,0
72,62,281,4,0
88,51,286,3,0
71,51,266,4,0
60,85,282,2,0
88,86,260,3,0
55,72,264,4,0
85,55,276,2,0
84,51,276,4,0
91,61,275,2,0
82,62,286,2,0
60,91,267,4,0
89,71,262,3,0
60,97,279,4,0
64,52,265,3,0
93,88,286,3,0
81,99,263,2,0
31,49,265,3,0
68,69,271,2,0
78,59,284,2,0
44,42,277,4,0
64,93,293,2,0
81,63,261,6,0
50,49,297,3,0
69,61,280,3,0
77,75,290,3,0
69,56,273,3,0
87,68,272,2,0
85,91,264,3,0
83,83,271,4,0
68,51,274,3,0
78,65,271,2,0
78,89,296,3,0
93,68,254,2,0
54,75,278,3,0
76,56,274,3,0
40,72,268,2,0
73,81,287,2,0
86,98,275,3,0
38,68,282,6,0
71,48,259,3,0
58,97,275,2,0
67,59,270,3,0
55,76,275,4,0
76,98,289,2,0
70,82,274,3,0
66,46,279,4,0
96,72,268,3,0
60,77,275,4,0
54,94,267,3,0
85,90,273,3,0
96,84,275,3,0
86,62,280,3,0
53,87,263,2,0
91,95,283,3,0
33,70,303,4,0
75,73,286,2,0
97,80,283,3,0
68,51,274,4,0
68,70,270,2,0
57,87,281,2,0
87,90,274,3,0
50,91,282,2,0
76,59,286,4,0
79,61,264,4,0
17,90,280,6,0
60,62,264,2,0
89,67,273,3,0
69,87,288,2,0
68,85,269,6,0
61,87,272,4,0
63,50,299,2,0
50,96,276,3,0
49,74,271,3,0
83,55,266,5,0
59,71,272,2,0
75,93,268,5,0
66,48,276,3,0
68,51,249,3,0
73,58,268,3,0
98,53,273,2,0
86,65,282,3,0
50,55,285,3,0
76,76,266,3,0
30,47,273,2,0
30,86,258,5,0
64,59,294,3,0
59,75,273,2,0
85,63,278,3,0
76,93,252,5,0
63,50,265,2,0
65,86,305,2,0
43,68,266,2,0
83,56,274,2,0
49,77,293,2,0
67,73,268,2,0
90,47,275,6,0
83,96,289,2,0
92,84,265,3,0
83,70,274,3,0
64,55,268,3,0
93,97,270,3,0
60,87,281,3,0
74,69,272,2,0
56,75,275,5,0
61,77,297,3,0
63,62,283,4,0
24,62,286,4,0
17,56,264,4,0
46,64,282,3,0
68,48,273,4,0
68,60,275,6,0
16,71,271,5,0
15,56,274,5,0
55,49,276,2,0
72,66,274,4,0
91,89,272,4,0
30,91,274,4,0
56,68,281,2,0
94,94,295,3,0
82,63,276,3,0
66,86,275,3,0
74,64,280,6,0
63,50,267,3,0
65,42,279,2,0
56,81,271,2,0
32,73,285,5,0
80,90,283,2,0
34,87,268,4,0
62,71,289,2,0
50,86,274,2,0
58,98,291,3,0
94,90,265,3,0
67,99,249,3,0
20,74,267,4,0
91,59,274,2,0
91,67,255,4,0
78,87,267,3,0
82,55,266,4,0
54,96,290,3,0
53,81,292,3,0
47,55,263,5,0
87,50,279,3,0
50,68,278,3,0
59,83,278,2,0
89,69,270,3,0
54,49,275,3,0
62,85,280,3,0
91,85,268,3,0
84,99,276,2,0
69,65,276,2,0
76,63,271,2,0
80,54,257,3,0
40,47,281,3,0
80,99,272,3,0
76,40,280,5,0
55,90,268,2,0
98,63,276,6,0
54,56,278,3,0
63,56,270,2,0
88,63,288,3,0
50,95,272,3,0
52,72,291,3,0
89,95,268,3,0
55,90,269,3,0
51,81,271,2,0
35,52,297,3,0
54,71,281,2,0
72,84,290,3,0
61,93,263,3,0
17,93,259,4,0
71,88,281,2,0
88,52,281,2,0
48,100,279,2,0
16,97,273,3,0
